word,lemma
könyörgő,könyörgő
hídtól,híd
áldoztak,áldoz
pénzbüntetésre,pénzbüntetés
búcsúzóul,búcsúzó
rántja,ránt
ablakában,ablak
kivitelezésre,kivitelezés
újrahasznosítás,újrahasznosítás
valakiben,valaki
úsztak,úszik
tisztaságú,tisztaságú
tanulmányának,tanulmány
alkohol-,alkohol-
délutánján,délután
kanalat,kanalat
nemzetté,nemzet
ellenértéket,ellenérték
Tan,Tan
tapintású,tapintású
esélyesnek,esélyes
betöltötték,be+tölt
fundamentális,fundamentális
Kisvártatva,kisvártatva
prof,prof
elérést,elérés
kérelmezett,kérelmez
nyújtsák,nyújt
böngésződ,böngésződ
megpillantottam,meg+pillant
ünnepségét,ünnepség
She,She
Állambiztonsági,Állambiztonsági
fehéret,feher
hosszabbításban,hosszabbítás
újjáépítésére,újjáépítés
szőnyegre,szőnyeg
arcával,arca
Tervek,terv
felszámolásához,felszámolás
csalta,csal
hálójába,háló
leghitelesebb,ántt
ú.n,ú.
Harald,Harald
megkülönböztetik,meg+különöböz
barbárok,barbár
control,cont
lehúzza,le+húz
Oroszlány,Oroszlány
Negyeddöntő,Negyeddöntő
késznek,kész
ördöggel,ördög
szerencsétlenséget,szerencsétlenség
tragédiának,tragédia
felmondott,felmond
Poor's,Poor's
merészkedett,merészkedik
Retkes,Retkes
személyem,személy
útmutatók,útmutató
érettségiző,érettségiző
különbözőségek,különbözőség
empatikus,empatikus
eszméletlenül,eszméletlen
foglalási,foglalási
kárpótolni,kárpótol
Sümeghy,Sümeghy
Kapronczi,Kapronczi
leírtaknak,leírt
tételszám,tételsza
teppik,teppik
súlycsoportban,súlycsoport
Dél-Alföld,Dél-Alföld
reklámozza,reklámoz
gépeit,gép
etalon,etal
MKDSZ,MKDSZ
művelték,művel
kémek,kém
odaszól,odasz
befogadták,be+fogad
elhaladt,el+halad
huszonkilenc,huszonkilenc
februárja,február
aknát,akna
Mádai,Mádai
fogyasztású,fogyasztású
malmára,malma
busás,busás
vigyáztak,vigyázik
életkorának,életkora
nagypolitika,nagypolitika
székből,szék
ismerői,ismerő
bevételekre,bevétel
életvitelt,életvitel
Korunkban,Korunk
felszólítják,felszólít
bajuszos,bajuszos
leplezte,le+plez
Nagyúr,Nagyúr
életvitelszerűen,életvitelszerű
futamban,futam
szabadságáról,szabadság
szembenéznünk,szembenéz
kulcsos,kulcsos
KEHI,KEHI
fárad,fárad
bazsowicz,bazsowicz
rajzfilmsorozat,rajzfilmsorozat
pompa,pompa
trapéz,trapéz
Area,Area
virágkorát,virágkor
megvitatja,meg+vitat
csoportnál,csoport
mondogatják,mondogat
kinevezésére,kinevezés
anyáknak,anya
Castle,Castle
Balduin,Balduin
hathatósan,hathatós
hajózható,hajózható
atlasz,atlasz
közlekedőket,közlekedő
nagyívű,nagyívű
legfontosabbat,legfontos
szerepébe,szerep
parlagi,parlagi
konvergenciaprogram,konvergenciaprogram
jogvédők,jogvédő
MSZP-n,MSZP
házaknál,ház
súrolja,súrol
erőműben,erőmű
ÁAK,ÁAK
fotókiállítás,fotókiállítás
maximált,maximált
szelepek,szelep
foknál,fok
sportrendezvények,sportrendezvény
állapodtunk,állapod
kitelepíteni,ki+telepít
néptelen,néptelen
orral,or
elvégeztetni,elvégeztet
Munkájuk,munka
hatotta,hat
alkoholmentes,alkoholmentes
militáns,militáns
hava,hava
Citroen,Citroen
győzzük,győz
hagytunk,hagy
idegenforgalmat,idegenforgalm
késztető,késztető
reménykedtem,reménykedik
zártam,zár
Dzsudzsák,Dzsudzs
Kedvezményes,kedvezményes
tankönyvi,tankönyvi
céloztam,céloz
Számadatok,számadat
áramszolgáltatók,áramszolgáltató
Cikkben,Cikk
uralkodóinak,uralkodó
meglepőnek,meglepő
kecskék,kecs
application,application
hírneves,hírneves
jelképét,jelkép
vendéglők,vendéglő
távirat,táv
kettőn,kettőn
technológiájának,technológia
melléknév,melléknév
nyitány,nyitány
maradéka,maradék
megkönnyítve,megkönnyítve
feloldódik,feloldódik
édesapjával,édesapa
Nan,Nan
tanyára,tanya
államszervezet,államszervezet
Déryné,Déryné
demonstrációra,demonstráció
megbocsáthatatlan,megbocsáthatatlan
kutattak,kutat
százmilliárdos,százmilliárdos
bármelyikének,bármelyike
összegbe,összeg
nemesfém,nemesfém
központhoz,központ
Levéltára,Levélta
Csernobil,Csernobil
ATP,ATP
SZDSZ-frakció,SZDSZ-frakció
általánost,általános
szatmárnémeti,szatmárnémeti
bűnbe,bűnbe
előadási,előadási
eredője,eredő
munkájukról,munka
aláírásukkal,aláírás
mellőzi,mellő
meghosszabbíthatja,meg+hosszabbít
piacgazdaságra,piacgazdaság
városrehabilitációs,városrehabilitációs
elsö,elsö
illeto,illeto
örvendetesen,örvendetes
levonás,levonás
Rátgéber,Rátgéber
FtGázolaj,FtGázolaj
összezsugorítani,összezsugorít
termékeinkből,termék
influenzaszerű,influenzaszerű
ásvány,ásvány
Conan,Conan
nyomtatót,nyomtató
Nation,Nation
Still,Still
ekkortájt,ekkortájt
leveleiben,levél
ápolta,ápol
nyelni,nyel
gázos,gázos
külső-belső,külső-belső
izgalmak,izgalom
talányos,talányos
tárolásának,tárolás
árképzés,árképzés
betegedett,be+teged
iparosítás,iparosítás
alábbhagyott,alábbhagy
sorozatával,sorozat
vál.,vál
megállíthatatlanul,megállíthatatlan
vigasztalni,vigasztal
csücske,csücske
néznénk,néz
elhal,ely
dübörgő,dübörgő
járatát,járat
képeknek,kép
Elnökségi,Elnökségi
Bozóki,Bozóki
munkálatokban,munkálat
csúszni,csúszik
lefedettség,lefedettség
istenfélő,istenfélő
Varsányi,Varsányi
Zsigó,Zsigó
égve,égv
indokolásában,indokolás
pontosításra,pontosítás
ügyelj,ügyel
tintával,tinta
apropója,apropó
Fonó,Fonó
látványban,látvány
védjegyoltalom,védjegyoltalom
RIM,RIM
visszakapják,visszakap
megalakulásától,megalakulás
Savoyai,Savoyai
Pittsburgh,Pittsburgh
alakúra,alakú
likvid,likvid
nyugállományú,nyugállományú
riadnak,riad
folyamodtak,folyamodik
elváltozást,elváltozás
csillapítani,csillapít
eszméinek,eszméi
Return,return
holtpontról,holtpont
kerülésének,kerülés
készülők,készülő
választhattak,választ
szoci,szoci
Gyöngyöspatán,Gyöngyöspat
protokollt,protokollt
beépítésére,beépítés
harcsa,harcs
félnünk,fél
döntőjének,döntő
épsége,épség
portálról,portál
fütyül,fütyül
magyar-osztrák,magyar-osztrak
éltet,élt
napirendjének,napirend
ügyesebb,ügyes
kiteljesedése,kiteljesedés
illeszkedni,illeszkedik
populizmus,populizmus
elgondolni,elgondol
bárgyú,bárgyú
szakítást,szakítás
Kenedi,Kenedi
problem,problem
vízummal,vízum
kizár,kizár
csapdája,csapda
LAMPERTH,LAMPERTH
kollégisták,kollégista
irtó,irtó
külföldinek,külföldi
arcomba,arcom
elindulok,elindul
kommunikálnánk,kommunikál
formatumban,formatum
kiemelhető,kiemelhető
cselló,cselló
egyéneknek,egyén
Apolló,Apolló
mellőzött,mellőz
tája,tája
Chinese,Chinese
Képviselet,Képviselet
indításához,indítás
bonyolultak,bonyolul
farm,farm
elvégzésében,elvégzés
áthatolhatatlan,áthatolhatatlan
állításának,állítás
Borbás,Borbás
beavatkozott,be+avatkozik
művészileg,művészi
kisgyermeket,kisgyerm
terézvárosi,terézvárosi
előteremtése,előteremtés
ivóvízzel,ivóvíz
kidolgoztak,kidolgoz
büntetésnek,büntetés
ügyészhez,ügyész
mea,mea
felkészülése,felkészülés
tánccsoport,tánccsoport
Bölöni,Bölöni
feketében,feket
LXIV.,LXIV.
Tartsd,tart
keményítő,keményítő
népességfogyás,népességfogyás
csendje,csend
élőkre,élő
alapkezelők,alapkezelő
közvetítjük,közvetít
Strabag,Strabag
folytatnám,folytat
pld,pld
esettanulmány,esettanulmány
alejandro_magno,alejandro_mag
csodamosóporok,csodamosópor
Moss,Moss
Deus,Deus
gerjesztő,gerjesztő
táviratot,távirat
modernizált,modernizál
bombákat,bomba
Gerald,Gerald
partnereként,partner
szokásaikat,szokás
Czigány,Czigány
méretéhez,méret
játékteret,játékter
Szövetséges,Szövetséges
csalódtak,csalódik
meggyilkolásával,meggyilkolás
lezárásával,lezárás
D-vitamin,D-vitamin
déltől,dél
partnerük,partner
hagyományaira,hagyomány
urbanizáció,urbanizáció
tájékozódjanak,tájékozódik
térfogatú,térfogatú
lo,lo
törzskönyv,törzskönyv
jegyzékbe,jegyzék
jelzős,jelzős
Europol,Europol
megtisztelte,meg+tisztel
SDKÚ-DS,SDKÚ-DS
szokásosan,szokásos
Emberfia,emberfia
harmatos,harmatos
bukkantam,bukkan
érettségizők,érettségiző
esnie,esik
Hadtudományi,Hadtudományi
orrunk,orrunk
egyhaz,egyhaz
TK,TK
küszködve,küszködve
Petrik,Petrik
népsűrűség,népsűrűség
szálláshelyet,szálláshelyet
vívmánya,vívmány
alla,alla
lakja,lak
filmbeli,filmbeli
körével,kör
miniszterelnökét,miniszterelnök
bizonyosodott,bizonyosodik
Törökországból,Törökország
színtér,színtér
Ferenciek,Ferenci
jelzője,jelző
Ferguson,Ferguson
rajzfilmek,rajzfilm
vigyorog,vigyorog
stresszes,stresszes
amennyiért,amennyi
póráz,póráz
bérért,bérér
üzenetnek,üzenet
varrt,van
Vilmost,Vilmost
vállon,vállon
csatlakozástól,csatlakozás
sávokat,sáv
tárgyára,tárgya
képviseletre,képviselet
szerződéseknek,szerződés
vállalkozáshoz,vállalkozás
humánum,humánu
imával,ima
hétvégenként,hétvég
szövetségünk,szövetség
államvédelmi,államvédelmi
tőkebefektetések,tőkebefektetés
hazajönni,haza+jön
tájékozottság,tájékozottság
Mandula,Mandula
archiv,archiv
megfeleloen,megfelel
társfinanszírozás,társfinanszírozás
előfizetést,előfizetés
gyógytornász,gyógytornász
Taxonomic,Taxonomic
Titkársága,Titkárság
homokkő,homokkő
SZKP,SZKP
hangoztatva,hangoztatva
Horst,Hors
banner,banner
monológ,monológ
megvizsgálása,megvizsgálás
Bass,Bass
Daniela,Daniela
fővállalkozó,fővállalkozó
Megkapta,meg+kap
szerelemből,szerelem
díjon,díj
szakmabeli,szakmabeli
AD,ad
Source,Source
Tárgyi,Tárgyi
centrumot,centrum
repülős,repülős
us,us
intelligenciával,intelligencia
elbír,elbír
lebukás,lebukás
droggal,droggal
Ildikót,Ildikó
papírja,papír
megállapodik,megállapodik
csapból,csap
hasznosíthatók,hasznosítható
hordók,hordó
szabadulást,szabadulás
Logitech,Logitech
piacgazdaságot,piacgazdaság
hagyományőrzés,hagyományőrzés
felkent,felken
Dusán,Dusán
utamat,utamat
robbanószerkezetet,robbanószerkezet
takarjuk,takar
indíttatásból,indíttatás
telekkönyvi,telekkönyvi
megfelelőségét,megfelelőség
Hatályon,Hatályon
Jelzálogbank,Jelzálogbank
Laosz,Laosz
dokumentumfilmek,dokumentumfilm
államtitkárként,államtitkár
kétütemű,kétütemű
magatartásában,magatartás
képregények,képregény
uráli,uráli
üzemanyaggal,üzemanyag
öltözetben,öltözet
toborozni,toboroz
visszafordul,visszafor
vasárnapja,vasárnap
eredményekben,eredmény
reprezentálják,reprezentál
öltönyös,öltönyös
flottát,flotta
Útvonala,stvonal
fújnak,fúj
tengerében,tenger
bárd,bárd
reklámozás,reklámozás
nyeli,nyel
védelmezni,védelmez
mutogatnak,mutogat
takarítanak,takarít
kollégájának,kolléga
Keresztury,Keresztury
költségkímélő,költségkímélő
betont,betont
Thanks,Thanks
garantálta,garantál
barnára,barna
Biszku,Biszku
alkalmatlanság,alkalmatlanság
kibontakozik,kibontakozik
Ennyiben,ennyi
állampolgárait,állampolgar
Előnyben,előny
díjtételek,díjtétel
mondogatták,mondogat
iratkozhat,iratkozik
képzelje,képzel
kreditet,kredit
eltörte,el+tör
árnyalattal,árnyalat
vol.,vol
mérnököt,mérnök
regényből,regény
Works,Works
Pártos,Pártos
normann,normann
SV,SV
meglepi,meg+lep
eltértek,el+tér
fordulatokat,fordulat
ketrec,ketrec
viszonynak,viszony
túlsúlyba,túlsúly
Agency,Agency
Kifelé,kifelé
Barlangkutató,Barlangkutató
üröm,üröm
optimizmust,optimizmus
árkokat,árok
hibáiból,hibái
elmélkedni,el+mélkedik
ösztönözzék,ösztönöz
törvényekről,törvény
előcsarnokában,előcsarnok
előnyökhöz,előnyök
elevenedik,elevened
eladást,eladás
definiálása,definiálás
lokálpatrióta,lokálpatriót
felkértek,fel+kér
plébániák,pléba
felvilágosítással,felvilágosítás
RMDSZ-t,RMDSZ-t
Ecostat,ecostat
kockázatai,kockázat
alakzatot,alakzat
magánvélemény,magánvélemény
beszámolóval,beszámoló
kizsákmányolás,kizsákmányolás
értenék,ért
alapokról,alap
tárgyalásánál,tárgyalás
válaszadási,válaszadási
produktum,produktum
halottam,halot
magömlés,magömlés
műved,műved
MHO,mho
testhossza,testhossza
Thomson,Thomson
megtalálnia,meg+talál
deportálták,deportál
űreszköz,űresz
hatóanyagú,hatóanyagú
terének,tere
táplálkozott,táplálkozik
hithű,hithű
visszaadták,visszaad
ezüstérem,ezüstérem
meghallani,meg+hall
golyókat,golyó
ASCII,ASCII
nyugtatja,nyugtat
gótika,gótika
sérelmezték,sérelmez
kiabálás,kiabálás
mellényt,mellény
keresendők,keresendő
alelnökévé,alelnökévé
sikeressé,sikeres
nemzedéki,nemzedéki
durranás,durranás
műszerész,műszerész
játékrész,játékrész
bedőltek,bedől
jogalapja,jogalap
másokról,más
évünk,év
értékelendő,értékelendő
előmozdítja,elő+mozdít
vénás,vénás
jogosultat,jogosul
Megvolt,meg+vol
említetted,említ
Szállító,szállító
Rumsfeld,Rumsfeld
ELEMÉR,ELEMÉR
Indítsuk,kndít
csodálkozó,csodálkozó
fedelét,fedel
hűek,hű
Pánczél,Pánczél
sziklát,szikla
ÖBB,ÖBB
Body,Body
Említésre,említés
győzelemnek,győzelem
katonaságot,katonaság
státusú,státusú
testtől,test
felnőtteknél,felnőtt
tézis,tézis
ollóval,olló
mozdulatait,mozdulat
bújtak,búj
provokálni,provokál
nézelődni,nézelődik
eltörik,el+törik
Bemutatkozás,bemutatkozás
egyeduralkodó,egyeduralkodó
visszahúzódott,visszahúzódik
vágást,vágás
Mahler,Mahler
bálon,bál
helyzetekbe,helyzet
Hatalom,Hatalom
megviseli,meg+visel
szimpózium,szimpózium
tisztel,tisztel
legnagyobbat,nagy
szimpatizánsai,szimpatizáns
igazolhatja,igazolhat
létesítményekben,létesítmény
szoktatni,szoktat
menedzselni,menedzsel
kérhetünk,kér
zöldellő,zöldellő
adakozó,adakozó
megkötéséhez,megkötés
osztottuk,oszt
tanítónak,tanító
jegyzőjének,jegyző
gazdaságpolitikában,gazdaságpolitika
háborgó,háborgó
somorjai,somor
véradás,véradás
megfékezése,megfékezés
felsőoktatásra,felsőoktatás
igyekezzenek,igyekezik
észrevesszük,észre+veszt
áttérünk,áttér
végigolvasni,végigol+asz
elfelejtettek,el+felejt
Csatlakozási,Csatlakozási
Nézi,néz
odaadtam,odad
szüzesség,szüzesség
Csernomirgyin,Csernomirgyin
vegig,veg
beleüvölteni,beleüvöl
aggódásaink,aggódás
tapadnak,tapad
birtokolják,birtokol
bundája,bunda
bezárásával,bezárás
EPA,EPA
mellékfolyója,mellékfolyó
nagybácsi,nagybácsi
harcosai,harcos
hengerelt,hengerel
pároknak,párok
hímnemű,hímnemű
értékeléseket,értékelés
tetemét,tetem
Nagyrészt,nagyrészt
Berry,Berry
szövetségesi,szövetségesi
felszámolásában,felszámolás
elintézi,elintéz
pletykákat,pletyka
filozófiával,filozófia
elrepült,elrepül
ugyanennyit,ugyanennyi
kutaknál,kutak
közönségre,közönség
versenyszabályok,versenyszabály
megkérdezném,meg+kérdez
forrásokról,forrás
vállalattól,vállalat
Veszprémbe,Veszprém
vonatkoztatható,vonatkoztatható
Végy,végy
parasztember,parasztember
felzárkóztatására,felzárkóztatás
kocsmából,kocsma
szakvélemények,szakvélemény
dokumentumra,dokumentum
szokásokról,szokás
rejteni,rejt
észrevegyük,észrevegy
felkészüléssel,felkészülés
zúgó,zúgó
túllépés,túllépés
Értsd,értsd
távcsövet,távcsöv
várók,váró
visszatérítést,visszatérítés
röszkei,röszkei
Kjt.,Kjt.
flóra,flóra
porát,por
sikerén,siker
rokkantak,rokkant
helyreállításában,helyreállítás
legyőzésével,legyőzés
megnevezéssel,megnevezés
tornyát,torny
együttesével,együttes
dohányzásra,dohányzás
szájba,száj
relációban,reláció
Santos,Santos
kertből,kert
Kolozsvárról,Kolozsvár
ismerkedhettek,ismerkedik
kétmilliós,kétmilliós
elhatározását,elhatározás
sajtóirodája,sajtóiroda
formálták,formál
javukra,jav
alumíniumból,alumínium
Bartos,Bartos
kiszáradás,kiszáradás
Vargáné,Vargáné
iparművészek,iparművész
változtatnia,változtat
pszichológushoz,pszichológus
simogatás,simogatás
levegőhöz,levégő
terhelje,terhel
megnyugtatására,megnyugtatás
hidegtől,hideg
melegedés,melegedés
Nagydíjat,Nagydíj
Szoftver,Szoftver
szakmaiság,szakmaiság
deklaráltan,deklarál
kiterjesztésének,kiterjesztés
Čaplovič,Čaplovič
imádkozom,imádkozik
honlapunkat,honlap
alaphoz,alap
óvodától,óvoda
adatbázis-kezelő,adatbázis-kezelő
képviselő-testületének,képviselő-testület
bevezettük,be+vezet
költségnek,költség
atommag,atommag
oszlopában,oszlop
pelenka,pelenka
Nárai,Nárai
költési,költési
Africa,Africa
katolikusnak,katolikus
egyetemén,egyetem
fizetned,fizetned
megajándékozott,meg+ajándékozik
Fil,Fil
kopogtat,kopog
Vaszilij,Vaszilij
nyelvterület,nyelvterület
szakemberre,szakember
szüntethető,szüntethető
Sztojka,Sztojka
Buday,Buday
hazafiság,hazafiság
Lezárult,lezárul
pályaműveket,pályamű
Elmondták,el+mond
legerősebben,szép
Gépipari,Gépipari
előkészítették,elő+készít
vezettük,vezet
koncepciójáról,koncepció
örömhír,örömhír
államfők,államfő
kérdezettek,kérdez
felelősségével,felelősség
osztályfőnökök,osztályfőnök
kikre,ki
akarók,akaró
Mindezekből,mindez
elvár,elvár
önsegítő,önsegítő
schilling,schilling
tanterveket,tanterv
zenelejátszó,zenelejátszó
érvényességéhez,érvényesség
Nyafogásaink,nyafogás
formálásaival,formálás
Reed,Reed
ceremónián,ceremó
vonulat,vonulat
odaveszett,odavesz
publikációi,publikáció
Henrietta,Henrietta
Spanyolországból,Spanyolország
szürreális,szürreális
nyaráig,nyara
dalának,dala
kihirdetni,ki+hirdet
Ama,ama
tulajdonjogi,tulajdonjogi
dombóvári,dombóvári
kinevezi,kinevez
kijárási,kijárási
kabinetje,kabinet
előjáték,előját
szórakoznak,szórakozik
bérmunka,bérmunka
kipróbálhatják,kipróbál
zavarhatja,zavarhat
Dunakeszin,Dunakeszin
egyablakos,egyablakos
elhozni,el+hoz
esszenciális,esszenciális
rezignált,rezignál
élesztőt,élesztő
elsajátításában,elsajátítás
válságkezelési,válságkezelési
lefoglaltak,lefoglal
optimizmusra,optimizmus
ölelt,ölel
listával,lista
kihasználásának,kihasználás
leélni,le+él
többletbevételt,többletbevételt
mondhatod,mondhatod
Nagyapa,Nagyapa
Közalapítványi,Közalapítványi
valaszt,valasz
történetük,történet
bolygóról,bolygó
Gestapo,Gestapo
filozófiának,filozófia
Bora,Bora
hazaér,hazaér
Zsigmondot,Zsigmond
rohamra,roham
Citadella,Citadella
tolva,tolva
Armand,Armand
albérletet,albérlet
tisztázva,tisztázva
hallal,hal
karhatalmi,karhatalmi
környezetről,környezet
árért,ár
megnőttek,meg+nőt
rangadó,rangadó
részeiről,rész
Előadások,előadás
Műveiből,tű
élvezve,élvezve
Nyáry,Nyáry
szerezzük,szerez
Csomós,Csomós
kedvezményezettjei,kedvezményezett
Rendőr-főkapitányságon,Rendőr-főkapitányság
kapcsolatunkat,kapcsolat
kipróbálom,ki+próbál
szórtak,szór
aktualitást,aktulitás
Bálintot,Bálintot
önbizalma,önbizalma
meghallgatások,meghallgatás
Kisfiam,kisfiam
Bodrogköz,Bodrogköz
korrupciógyanús,korrupciógyanús
fénylett,fénylik
NATO-tagság,NATO-tagság
vásárlásakor,vásárlás
bíztunk,bíz
átvettem,átvesz
vitatjuk,vitat
testülethez,testület
szervtől,szerv
szeméttelep,szeméttelep
megértett,meg+ért
DÉMÁSZ,DÉMÁSZ
Eredete,eredet
terasszal,terasz
tépi,tép
Jelentősége,velentőség
mesteremberek,mesterember
Repülőtér,repülőtér
vonatokon,vonat
mozzanatait,mozzanat
meggyőződésének,meggyőződés
kritizálják,kritizál
éttermében,étterm
posztok,poszt
rt,rt
illúziókat,illúzió
évadra,évad
Említést,említés
Mg,mg
Ica,Ica
szövetségeseket,szövetséges
megválasztásakor,megválasztás
Kondorosi,Kondorosi
Maci,Maci
csillogás,csillogás
ingatlanárak,ingatlan
rokkantság,rokkantság
főzök,főz
Durva,durva
beleszólási,beleszólási
műtéteket,műtét
Szabics,Szabics
érkezőknek,érkező
vállalkozásnál,vállalkozás
módfelett,módfelett
terhelhető,terhelhető
tűzze,tűz
ál,ál
potenciállal,potenciál
Lisztes,Lisztes
list,list
drágának,drág
Mediterrán,Mediter
eltűrni,el+tűrik
aludjon,alud
módnak,mód
szabadít,szabadít
átjött,át
intézeteket,intézet
hattól,hat
pénzügyminiszterei,pénzügyminiszter
üzemeltetőjének,üzemeltető
felismerő,felismerő
kisdiák,kisdia
poénok,poén
jóvátétel,jóvátétel
odaadom,odad
fizetem,fizet
megvagyunk,meg+vag
keresnék,keres
Szeretnéd,szeretnéd
brókerek,bróker
királysága,királyság
példásan,példás
vesszővel,vessző
anyától,anya
szöveteket,szövet
kvótákat,kvóta
koprodukcióban,koprodukció
játékuk,játék
együttműködésük,együttműködés
egyesülést,egyesülés
Aladdin,Aladdin
PIN,PIN
mellszobra,mellszob
impresszionista,impresszionista
lévai,lévai
megégett,meg+ég
vb-re,vb
megnyitójára,megnyitó
élelmiszeriparban,élelmiszeripar
kihúzták,ki+húz
instant,instant
kutatásból,kutatás
kapcsolataira,kapcsolat
látványtól,látvány
Szombathelyre,Szombathely
jogásza,jogász
Ügyosztály,Ügyosztály
árpát,árpa
törvénycsomagot,törvénycsomagot
felpattant,fel+pattan
renitens,renitens
előképe,előkép
félévére,félév
Délmagyarország,Délmagyarország
keverd,keverd
röhögéstől,röhögés
szedjünk,szed
pontozással,pontozás
Maya,Maya
lencsék,lencsék
Csángó,Csángó
hányadosa,hányados
légiós,légiós
megtalálását,megtalálás
égette,éget
Small,Small
ördögnek,ördög
kompozíciók,kompozíció
mérésekkel,mérés
célozni,céloz
Növekvő,növekvő
Látszott,látszik
szerződésük,szerződés
gyónás,gyónás
dobálni,dobál
erkélyre,erkély
forrású,forrású
pediglen,pediglen
leveleken,levél
előfutára,előfuta
Motoros,Motoros
kerestetik,kerestet
aspektusát,aspektus
Fejlesztés,Fejlesztés
társakat,társ
kampányfőnöke,kampányfőnök
vállalatának,vállalat
Tudatában,tudat
felajánlások,felajánlás
indítványra,indítvány
kimondjuk,ki+mond
megvédjük,meg+véd
nyelvezet,nyelvezet
nyitottsága,nyitottság
kegyelmének,kegyelem
kővé,kővé
folytatók,folytató
orvosát,orvos
jutalmak,jutalm
önmagukra,önmag
Ért,ar
Ajánlja,ajánl
győzöm,győz
tudósítók,tudósító
színén,szín
adóhatóságnál,adóhatóság
előfizetésben,előfizetés
kísérli,kísérl
dolgokból,dolgok
vevőre,vevő
beállításait,beállítás
mennyiségével,mennyiség
pogácsát,pogács
műtrágyát,műtrágy
emléktábláját,emléktáblaj
zebra,zeb
üledék,üledék
rosszkedvű,rosszkedvű
kampányolt,kampányol
járulnia,járul
pillanatnak,pillanat
bérgyilkos,bérgyilkos
ízületek,ízület
megismétlik,meg+ismétl
Legtöbbjük,legtöbb
kommentárja,kommentár
értékétől,érték
gyógyszergyártó,gyógyszergyártó
montázs,montázs
nyomtatható,nyomtatható
Kürti,Kürti
megkövesedett,meg+kövesedik
gyorshajtás,gyorshajtás
beilleszthető,beilleszthető
csomagolása,csomagolás
Éve,éve
döntéseik,döntés
megmaradását,megmaradás
hitelesítési,hitelesítési
koncepciójában,koncepció
holtágak,holtág
megosztom,megosztom
folytatásával,folytatás
kiiktatni,ki+iktat
eladásának,eladás
igyekszenek,igyekszik
centenáriumi,centenáriumi
közhelyek,közhely
macsó,macsó
kényelmetlenül,kényelmetlen
illetményének,illetmény
asszisztensek,asszisztens
vitele,vitel
visszaállítja,visszaállít
teremtenünk,teremt
Egyetemnek,Egyetem
percbe,perc
naptárt,naptár
merülve,merülve
betege,beteg
tulajdonostársak,tulajdonostárs
fejlesztendő,fejlesztendő
Nyilvántartó,Nyilvántartó
B:-,B:
régieket,régi
külpolitikában,külpolitika
legszínvonalasabb,áltelános
érzékelése,érzékelés
feloldották,fel+old
kivégeztek,ki+végez
remélhetjük,remél
viszonylat,viszonylat
Beszterce-Naszód,Beszterce-Naszód
demonstrálja,demonstrál
filmfesztiválon,filmfesztivál
mindenfelől,mindenfelől
Néphadsereg,Néphadsereg
tetőszerkezete,tetőszerkezet
Ózdi,Ózdi
munkatársától,munkatárs
Végtére,végtére
elnyerő,elnyerő
jogorvoslattal,jogorvoslat
gondatlanság,gondatlanság
Előnyt,előny
szervezetével,szervezet
Mézes,Mézes
Laki,Laki
kéziratokat,kézirat
periféria,periféria
egyesülésének,egyesülés
elmozdítani,elmozdít
pozíciójából,pozíció
medicina,medicina
elszenvedni,elszenved
alelnökeként,alelnök
valakiből,valaki
parancsolja,parancsol
szállítmányozó,szállítmányozó
Próbálj,fróbál
kérdéskörrel,kérdéskör
kiegészítésként,kiegészítés
teheneket,teher
Sulík,sulík
evangéliumban,evangélium
standon,stand
Gyulára,Gyulára
hiányosságokra,hiányosság
lebecsülni,le+becsül
vizsgálatából,vizsgálat
működtetünk,működik
törvénytelenség,törvénytelenség
Tildy,Tildy
privilegizált,privilegizál
Álláspontom,plláspontom
kérdeznék,kérdez
megérinteni,meg+érint
eltérésre,eltérés
BALOGH,BALOGH
odamentem,odamenik
Nocsak,Nocs
válogatok,válogat
kategóriái,kategória
megszólítja,meg+szólít
Torontál,Torontál
spirális,spirális
kohászat,kohászat
Paprika,Paprika
Alive,Alive
megölése,megölés
Dušan,Dušan
utánpótlási,utánpótlási
Bonn,Bonn
elegánsabb,elegáns
függetlenített,függetlenít
írhatjuk,írhat
diffúz,diffúz
Tűzoltók,tűzoltó
combja,comb
alkalmilag,alkalmilag
menthetetlen,menthetetlen
Jozsó,jozsó
maradását,maradás
imák,ima
akku,akk
ről,ről
jellemzőivel,jellemző
csökkentési,csökkentési
tigrisek,tigris
dinamikáját,dinamika
Mathematical,Mathemati
Archi,Archi
magnót,magnó
válogatták,válogat
érzékelték,érzékel
töpreng,töpreng
kempingben,kemping
pultnál,pultnál
aktívabban,aktívab
alapszabályának,alapszabálya
hangsúlyoznám,hangsúlyoz
élethelyzetek,élethelyzet
prosperáló,prosperáló
fenének,fene
Gyergyószentmiklós,Gyergyószentmiklós
szabályzatnak,szabályzat
havonként,hav
ingere,inger
Rop,Rop
tiszteleti,tiszteleti
operáját,opera
építészete,építészet
Extreme,Extreme
súlyosbította,súlyosbít
megindításának,megindítás
erősödésével,erősödés
Dévai,Dévai
Alsó-,alsó-
neurotikus,neurotikus
bográcsban,bogrács
pszichikus,pszichikus
illesztése,illesztés
war,war
ezredfordulóra,ezredforduló
Thatcher,Thatcher
kiabálták,ki+abál
ellenállók,ellenálló
devizák,deviza
Beregi,Beregi
irodalomba,irodalom
Apostol,Apostol
észben,ész
derekára,derek
kacsák,kacs
pályázatait,pályázat
céltudatosan,céltudatos
megfőtt,meg+főt
figyeltünk,figyel
előnyeinek,előny
salak,sal
Csepregi,Csepregi
